,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,pre 2014 reviews,post 2014 reviews,percent change
187,356837,Upscale/Spacious Downtown Townhouse,1806205,Varun,,78701,30.2805,-97.74286,Entire home/apt,799,4,8,3/14/2017,0.09,1,363,5,3,-0.4
188,357472,Spacious room w/ private bath in hot east side,1782393,Meredith And Rip,,78702,30.25176,-97.7227,Private room,75,1,85,6/13/2019,0.95,1,67,22,63,1.863636364
189,357503,Best ACL 2015 / Austin Summer,1809146,David,,78704,30.24981,-97.77782,Entire home/apt,495,2,3,10/13/2015,0.04,1,0,1,2,1
190,357529,Zilker Home close to everything,1808807,Renee,,78704,30.2552,-97.76862,Entire home/apt,135,3,201,7/7/2019,2.26,2,124,7,194,26.71428571
191,358164,Beautiful  Private Cottage,1812799,Monica,,78751,30.31062,-97.7184,Private room,100,1,171,6/17/2019,1.92,1,320,31,140,3.516129032
192,358276,Central Spot! - The Blanco Hills Bedroom -,1163788,Olivia,,78702,30.27913,-97.71576,Private room,49,1,106,6/5/2019,1.24,6,2,3,103,33.33333333
194,359425,Cute 1/1 North Central Bungalow!,1818568,Carrie,,78757,30.33765,-97.72982,Entire home/apt,200,1,2,3/20/2016,0.02,1,0,1,1,0
195,359716,Formula 1 Home Next to Zilker Park,1819829,Ryan,,78704,30.26059,-97.77649,Entire home/apt,375,2,6,10/12/2015,0.08,1,0,4,2,-0.5
197,360156,Cute  place 4mi to downtown,376066,Logan,,78721,30.27155,-97.68703,Entire home/apt,300,1,121,5/26/2019,1.47,1,251,5,116,22.2
198,362525,Quiet Country Cottage Near Downtown,1827423,Vicki,,78741,30.22304,-97.71811,Entire home/apt,87,2,36,6/12/2019,0.4,1,243,2,34,16
199,362662,Downtown Central Austin HUGE HOUSE!,1832618,Robert,,78702,30.2532,-97.72391,Entire home/apt,500,2,140,7/10/2019,1.73,1,0,33,107,2.242424242
200,363040,Zilker Festival Suite,213651,Daniel,,78704,30.25456,-97.77665,Entire home/apt,69,2,208,7/8/2019,2.34,2,120,49,159,2.244897959
201,363944,The Big Zilker. Minutes to it all!,1840480,Scott And Sally,,78704,30.25725,-97.77011,Entire home/apt,695,5,26,5/20/2018,0.41,10,277,2,24,11
202,364025,Perfect for ACL/SXSW. Walk everywhere!,1839064,Adriana,,78703,30.27407,-97.75345,Entire home/apt,200,3,13,3/14/2019,0.17,1,0,2,11,4.5
204,364269,Zilker Treehouse. Minutes to it all!,1840480,Scott And Sally,,78704,30.2584,-97.76881,Entire home/apt,295,4,72,6/18/2019,0.81,10,277,1,71,70
205,364402,Short + long term - Central Austin!,1841318,Alice,,78751,30.32109,-97.71999,Private room,36,30,13,5/15/2019,0.23,2,236,2,11,4.5
206,365471,Hip E.Side Downtwn House Walk 2 ALL,1845598,D.K.,,78702,30.26002,-97.73317,Entire home/apt,258,1,66,7/7/2019,0.74,1,89,13,53,3.076923077
207,366403,Cherrywood SXSW Party UT Walking,1834167,Grace Marie,,78722,30.28553,-97.72017,Entire home/apt,85,4,35,3/19/2017,0.55,4,0,17,18,0.058823529
208,366757,1200 Sq. Ft. House E of Downtown,1851632,Edna,,78702,30.26636,-97.70848,Entire home/apt,207,1,7,3/17/2018,0.09,1,0,2,5,1.5
209,367356,Gorgeous Historic Hyde Park Cottage,1488733,Brooke,,78751,30.30632,-97.722,Entire home/apt,191,1,133,6/23/2019,1.5,34,246,12,121,9.083333333
211,367445,Charming Hyde Park Casita,1855238,Caroline,,78751,30.30676,-97.72635,Entire home/apt,101,3,171,5/21/2019,1.92,1,329,48,123,1.5625
212,368156,Private Room B With Bath on SOCO,1348968,Sailing,,78704,30.24617,-97.75256,Private room,80,1,139,3/31/2019,1.56,7,359,70,69,-0.014285714
213,371539,Spacious Multi-Level Condo | Sleeps up to 10,1871009,Brad,,78701,30.2663,-97.7424,Entire home/apt,490,2,157,7/8/2019,2.39,1,308,13,144,10.07692308
214,372254,EZCamping in near SxSAustin!6,1568741,Jim O',,78745,30.20981,-97.77037,Entire home/apt,14,2,19,4/21/2019,0.23,13,364,3,16,4.333333333
215,375142,"Weekend room near downtown, SoCo",1887493,Susan,,78704,30.25374,-97.74519,Private room,195,2,2,11/21/2017,0.03,3,0,1,1,0
217,381240,Urban condo walk to SoCO/downtown,1887493,Susan,,78704,30.2524,-97.74437,Entire home/apt,595,4,3,3/15/2017,0.04,3,83,2,1,-0.5
218,383689,Modern Loft in the Middle of Austin,1921749,Jamie,,78701,30.2636,-97.74204,Entire home/apt,177,1,481,6/23/2019,5.83,1,82,129,352,1.728682171
219,385526,Private Room C w/bath S.Congress,1348968,Sailing,,78704,30.24541,-97.75255,Private room,89,1,55,6/9/2019,0.64,7,360,21,34,0.619047619
220,403090,Enjoy Rm in Artist's Hm N BEST AREA,1752493,Gigi,,78704,30.24658,-97.7628,Entire home/apt,75,3,24,3/2/2015,0.29,3,0,20,4,-0.8
221,406911,❤ of Austin/JULY SPECIAL/ Studio w/Screened Porch,1652515,Cynthia,,78704,30.25966,-97.75555,Entire home/apt,95,1,256,7/7/2019,3.11,1,345,73,183,1.506849315
222,412290,GREAT Room - SOUTH CONGRESS Area!,1726978,Foulk,,78704,30.23944,-97.7535,Private room,95,1,52,1/17/2018,0.64,1,0,38,14,-0.631578947
223,424279,"Steps to S. Congress, stylish 2 bedroom oasis",1275188,Susie & Eoin,,78704,30.24035,-97.7522,Entire home/apt,95,29,16,10/20/2018,0.21,1,189,3,13,3.333333333
224,429368,Close to ZIlker Park and SXSW! Modern Treehouse!,422789,Tara,,78704,30.25612,-97.78365,Entire home/apt,1200,3,6,5/5/2019,0.1,1,136,1,5,4
225,430683,Architectual Gem/ Pool,2141281,Melanie,,78731,30.33945,-97.76182,Entire home/apt,625,2,2,5/30/2016,0.02,2,9,1,1,0
226,433996,Modern Loft in the Heart of Austin!,2157243,Sean,,78704,30.26083,-97.77521,Entire home/apt,79,2,187,6/20/2019,2.16,3,188,18,169,8.388888889
227,435211,Austin Historic home bedroom only,1644218,Cecily,,78701,30.27132,-97.74777,Private room,82,2,146,6/15/2019,1.67,2,145,27,119,3.407407407
228,438411,Cozy central east home-kid friendly,2177425,Aga & B,,78702,30.26699,-97.71362,Entire home/apt,200,3,11,4/15/2019,0.13,1,173,1,10,9
229,442720,House on the Creek - 4BR/3BA - 10 minutes to City,2200336,Gretchen,,78746,30.2994,-97.79666,Entire home/apt,250,3,72,7/6/2019,0.83,1,215,7,65,8.285714286
230,442757,ACL DIGGS!  Studio Bungalow,2200456,Tressa,,78741,30.23229,-97.69188,Entire home/apt,135,3,10,11/30/2018,0.11,7,285,9,1,-0.888888889
231,445931,Central Austin-Modern-Light Filled-2BR Condo,2214820,Alexander,,78705,30.2864,-97.75225,Entire home/apt,129,30,16,5/8/2019,0.19,2,313,3,13,3.333333333
233,461404,Cute & Cozy Central Austin House,1021729,Nita,,78756,30.32225,-97.7296,Entire home/apt,102,2,59,7/7/2019,0.73,1,344,7,52,6.428571429
234,479197,Funky SoFi Condo! Walk downtown! Private bathroom,1918269,Amanda,,78704,30.25774,-97.75158,Private room,35,30,20,4/28/2019,0.23,3,130,17,3,-0.823529412
235,485360,Downtown Condo with Austin's best skyline view!,2402591,Jane,,78702,30.2698,-97.72854,Entire home/apt,135,2,63,6/9/2019,0.95,1,112,1,62,61
236,490139,PRIVATE ROOM! 5 mi. To DT,2374829,John,,78741,30.22443,-97.69072,Private room,60,1,3,6/15/2015,0.05,5,365,1,2,1
238,508203,Modern home with hot tub close to downtown,661078,Gregg,,78741,30.22479,-97.7246,Entire home/apt,175,3,189,6/24/2019,2.27,1,9,46,143,2.108695652
239,509270,1 BED/1B DUPLEX TEN MINS TO DOWNTOWN,2200456,Tressa,,78741,30.23349,-97.69347,Entire home/apt,125,30,8,6/30/2018,0.1,7,284,5,3,-0.4
240,509833,Charming home in the ♥ of downtown,2511927,Amanda,,78703,30.27428,-97.75716,Entire home/apt,224,2,50,6/30/2019,0.59,1,268,19,31,0.631578947
241,510168,Peaceful retreat in the trees,793021,Stevie D,,78733,30.34467,-97.86235,Entire home/apt,225,2,41,6/23/2019,0.69,1,358,3,38,11.66666667
242,517430,Elegant Upper Level Studio Minutes from Downtown,2546775,Rice,,78705,30.29884,-97.73391,Entire home/apt,130,2,57,7/3/2019,0.81,1,190,1,56,55
243,521689,Awesome Space- Chill Yard!,2565803,Christine,,78745,30.20097,-97.81404,Entire home/apt,225,2,16,3/11/2019,0.28,1,7,2,14,6
244,522136,Downtown Oasis - Quiet Retreat!,2567934,Alexis,,78701,30.28004,-97.74563,Entire home/apt,115,2,368,6/17/2019,4.28,1,118,139,229,0.647482014
246,525231,"Brentwood Guest House, Modern Home, Central Locale",2507231,Kris,,78757,30.33962,-97.73593,Entire home/apt,135,2,49,6/30/2019,0.59,2,278,7,42,5
247,528338,Suite Spot (Zilker),2595932,Amber,,78704,30.26164,-97.76158,Entire home/apt,99,2,415,7/7/2019,4.82,2,120,133,282,1.120300752
248,533538,Amazing (Phone number hidden by Airbnb) BA pool/views,2198912,Greg,,78750,30.37336,-97.79575,Entire home/apt,399,2,15,7/7/2019,0.19,1,161,4,11,1.75
249,539839,"Central south, 15 min to AIBA, COTA, SOCO, UT",2484820,Sheila,,78741,30.22142,-97.73484,Entire home/apt,77,1,125,6/1/2019,1.58,2,0,17,108,5.352941176
250,540377,Beautiful SoCo House near downtown,989596,John,,78704,30.24945,-97.74613,Entire home/apt,255,3,6,3/18/2018,0.08,2,0,3,3,0
251,541267,Beautiful Modern Home-East Austin,2660928,Brandon And G'Nell,,78724,30.29067,-97.64235,Entire home/apt,300,2,5,11/10/2015,0.06,1,0,4,1,-0.75
252,542124,Designer Oasis-East Central Austin,2457470,Sharon,,78702,30.27665,-97.71857,Private room,100,2,21,5/26/2019,0.27,2,365,3,18,5
253,557773,Cottage w Loft & Screened in Porch,1702279,Aaron And Amelia,,78751,30.32029,-97.71997,Entire home/apt,117,2,41,5/26/2019,0.71,1,120,4,37,8.25
254,560094,"Luxury Home/Downtown, Zilker, ACL,HotTub",4335991,Karen,,78704,30.24921,-97.78566,Entire home/apt,325,2,28,6/9/2019,0.34,4,328,9,19,1.111111111
255,568456,Design Pad with Art in Every Corner,16872,Melissa,,78704,30.24348,-97.74093,Private room,95,2,10,5/26/2019,0.13,2,0,2,8,3
256,577499,Sunny Zilker Neighborhood Studio,2839795,Margo,,78704,30.25783,-97.76449,Entire home/apt,95,2,316,7/7/2019,3.82,1,336,78,238,2.051282051
257,585041,SOCO!  6 bedroom on Travis Heights,1710302,Lindsay,,78704,30.23692,-97.74599,Entire home/apt,500,1,98,6/9/2019,1.17,16,313,31,67,1.161290323
258,586648,South east Austin-comfortable room,2484820,Sheila,,78741,30.22228,-97.73331,Private room,49,2,22,4/20/2015,0.27,2,3,17,5,-0.705882353
259,587572,Austin Getaway,7976770,Andrew,,78704,30.2466,-97.76628,Entire home/apt,95,2,138,4/17/2019,1.66,1,230,26,112,3.307692308
260,592958,The Coach House Austin on SOCO,2927288,Tracy,,78704,30.24321,-97.75469,Entire home/apt,415,2,33,4/14/2019,0.43,2,291,12,21,0.75
261,602877,Stylish Furnished Condo with Pool,1280071,Alexis,,78757,30.35994,-97.73144,Entire home/apt,75,30,4,6/18/2018,0.05,1,208,2,2,0
262,603084,"Modern, Spacious 3/2/2 South Austin",1282837,Joseph,,78745,30.20283,-97.79705,Entire home/apt,200,30,80,6/24/2019,0.99,2,0,25,55,1.2
263,607536,Mid-Century Modern E Austin- 2 Rooms in a house,2546033,Adam,,78723,30.30267,-97.67915,Private room,70,1,99,3/26/2019,1.19,1,314,37,62,0.675675676
264,609427,Studio on funky S 3rd St. near SOCO,10615,Simon,,78704,30.2452,-97.76084,Entire home/apt,90,30,45,5/11/2019,0.53,2,146,24,21,-0.125
265,609618,Clean Room & Own Bath in 50's home,2989106,Janet,,78722,30.30086,-97.7152,Private room,70,2,26,5/5/2019,0.32,1,253,13,13,0
266,620532,French Place Studio,806961,James,,78722,30.29077,-97.71777,Entire home/apt,55,30,10,12/18/2018,0.12,2,92,1,9,8
267,622030,East Austin Chalet close to Downtown,745845,Lori,,78702,30.27351,-97.7036,Entire home/apt,140,2,30,6/30/2019,0.47,1,75,9,21,1.333333333
268,622062,Private Artist Studio in Downtown Austin,437941,Amy,,78703,30.27634,-97.75923,Entire home/apt,85,2,89,5/27/2019,1.06,1,199,39,50,0.282051282
269,622495,The Blue Dahlia--close to Downtown!,12409,Flip,,78705,30.28727,-97.75225,Entire home/apt,130,4,24,6/15/2019,0.3,2,271,11,13,0.181818182
271,628034,Charming Home with Vintage Details - East Downtown,2436512,Crystal,,78702,30.27215,-97.71917,Entire home/apt,100,1,407,7/6/2019,4.88,8,326,115,292,1.539130435
272,631071,3/2 Home Near Zilker & Downtown,3104238,Sarah,,78704,30.25388,-97.77322,Entire home/apt,800,4,4,3/15/2016,0.05,1,365,2,2,0
273,632659,Central/East Modern Guest House,3147504,Michelle,,78722,30.28206,-97.71795,Entire home/apt,135,2,234,6/30/2019,2.9,1,124,48,186,2.875
276,644051,Huge Craftsman Bungalow in SoCo,3222157,Tracey,,78704,30.24972,-97.73887,Entire home/apt,600,2,20,6/16/2019,0.25,1,275,3,17,4.666666667
277,644773,Southwestern Adobe Guest House,10615,Simon,,78733,30.34245,-97.86974,Entire home/apt,75,31,63,4/30/2019,0.77,2,68,19,44,1.315789474
278,644895,"Westlake Hills Townhouse, minutes from downtown",3228347,Brandon,,78746,30.31027,-97.80007,Entire home/apt,288,3,72,7/7/2019,1.03,1,308,1,71,70
279,646358,"SXSW & ACL &  F1- Fab! South Austin! ""WEST O""",3239177,Teresa (Tessa),,78704,30.24282,-97.76199,Entire home/apt,235,2,44,3/14/2019,0.57,1,328,11,33,2
280,646392,Travis Heights Hideaway SoCo studio,2076136,Kathleen,,78704,30.24453,-97.73892,Entire home/apt,98,1,597,7/10/2019,7.19,3,316,151,446,1.953642384
281,656290,QUIET DOWNTOWN LOFT LIVING /OFFICE MONTHLY RENTAL,2200456,Tressa,,78701,30.27308,-97.74698,Entire home/apt,200,2,5,5/3/2015,0.06,7,72,3,2,-0.333333333
282,659787,Charming East Austin Bungalow with a BBQ Grill,2831971,Fred And Kellner,,78702,30.25739,-97.72915,Entire home/apt,195,3,74,7/8/2019,0.95,1,250,11,63,4.727272727
283,660425,The Casita on Hether St,3333277,Gisela,,78704,30.25118,-97.77234,Entire home/apt,132,2,123,5/25/2019,1.5,1,174,47,76,0.617021277
284,662226,Brentwood Bungalow-Central-2 BDRMS,543367,Mary,,78757,30.33514,-97.72913,Entire home/apt,80,30,17,4/30/2019,0.21,2,244,4,13,2.25
285,664013,Charming Hill Country Cottage -Multiple Night Stay,265070,Lata,,78733,30.34929,-97.85596,Private room,60,2,147,6/9/2019,1.87,2,328,44,103,1.340909091
286,666423,Zilker Neighborhood Bungalow SXSW,2350380,Nessa,,78704,30.24957,-97.77782,Entire home/apt,525,1,13,4/15/2019,0.2,3,362,1,12,11
287,666768,Detached Studio.shared bath/kitchen,2350380,Nessa,,78704,30.24924,-97.77802,Private room,70,1,7,11/10/2015,0.12,3,0,2,5,1.5
288,667769,3 Bdrm House  - Minutes to ACL/Nightlife,3378401,Geoff,,78704,30.24198,-97.77677,Entire home/apt,650,3,21,10/8/2018,0.26,1,277,9,12,0.333333333
289,668208,ZILKER! 4 bed / 3 bath w Pool and Spa by Greenbelt,3380639,Marjorie,,78704,30.25678,-97.78016,Entire home/apt,800,3,62,5/27/2019,0.81,1,350,9,53,4.888888889
290,668301,A Place To Stay In Austin,2885190,John & Carol,,78704,30.24649,-97.75696,Entire home/apt,249,2,131,6/23/2019,1.6,1,163,13,118,8.076923077
291,668873,SOCO! Two bedroom on Travis Heights,1710302,Lindsay,,78704,30.23707,-97.74394,Entire home/apt,120,2,78,3/18/2019,0.93,16,323,21,57,1.714285714
292,669469,Historical Loft with Capitol View!,3389824,Raquel + Jacob,,78701,30.27084,-97.74143,Entire home/apt,159,1,326,6/16/2019,3.92,3,149,82,244,1.975609756
293,669923,"Travis Heights, Spacious Living in SOCO",1710302,Lindsay,,78704,30.23904,-97.74569,Entire home/apt,700,1,84,6/23/2019,1.03,16,288,13,71,4.461538462
294,673379,Resort Style Living - Whole House,2174080,Jose,,78745,30.22437,-97.81647,Entire home/apt,1449,3,53,6/23/2019,0.64,1,334,24,29,0.208333333
295,675759,SXSW Downtown studio uptown style,3432323,Julia,,78701,30.28074,-97.74381,Entire home/apt,119,2,246,6/12/2019,2.98,2,314,42,204,3.857142857
296,676107,Private Upstairs Oasis!,3434065,Leia & Keri,,78748,30.1539,-97.80285,Private room,65,1,229,7/7/2019,3.28,2,355,36,193,4.361111111
297,676554,ACL-F1-SXSW: Perfect Location!,3334089,Rey,,78704,30.24009,-97.74143,Private room,100,2,54,4/29/2019,0.83,1,356,9,45,4
298,676959,Cozy/ Private Rm in S. Austin!,3434065,Leia & Keri,,78748,30.15415,-97.80317,Private room,49,1,396,7/6/2019,5.48,2,351,76,320,3.210526316
299,681118,East-Central Craftsman on Hike & Bike Trail,3468228,Jules & Lance,,78702,30.24985,-97.72164,Entire home/apt,1200,3,10,5/4/2019,0.13,2,358,2,8,3
300,685361,5 Star Gorgeous and Spacious Downtown Austin 4BR,3495665,Laura,,78703,30.28005,-97.75493,Entire home/apt,1000,2,26,10/22/2018,0.34,1,351,7,19,1.714285714
301,685447,EZ Camping = SxSAustin4,1568741,Jim O',,78745,30.21002,-97.77059,Entire home/apt,14,2,17,3/26/2019,0.21,13,364,5,12,1.4
302,685448,EZ Camping = SxSAustin2,1568741,Jim O',,78745,30.21077,-97.77134,Entire home/apt,14,2,51,6/11/2019,0.66,13,360,15,36,1.4
303,685451,Camping is EZ in SxSAustin1,1568741,Jim O',,78745,30.2084,-97.76878,Entire home/apt,14,2,13,3/16/2019,0.17,13,364,3,10,2.333333333
304,686463,SXSW + A.D Stenger home ,307725,Sera,,78704,30.25463,-97.77267,Entire home/apt,700,1,13,4/27/2019,0.16,1,0,6,7,0.166666667
305,687675,Comfy 3/2 Home on UT shuttle,3509782,Meaghan,,78731,30.35037,-97.75921,Entire home/apt,275,2,64,5/26/2019,0.83,1,173,28,36,0.285714286
306,690984,Perfect 4 Executives/Professionals,3531593,Steve,,78701,30.26587,-97.73992,Entire home/apt,295,2,322,6/24/2019,3.92,3,91,98,224,1.285714286
307,692058,East Side Loft  w/ deck &  Pool,3537117,Buffy,,78722,30.2829,-97.71104,Entire home/apt,189,1,16,4/26/2015,0.23,1,0,12,4,-0.666666667
308,692220,My Treehouse Home in South Austin,3539325,Garret,,78704,30.23628,-97.75248,Entire home/apt,114,30,59,1/27/2019,0.72,3,314,23,36,0.565217391
310,699018,"Oasis Near Downtown, Firepit, New Discount",3584580,Katherine,,78731,30.31044,-97.75424,Entire home/apt,144,3,34,5/21/2019,0.42,3,3,2,32,15
311,700855,Perfect Corporate House in Heart of Austin,2214820,Alexander,,78703,30.27928,-97.76076,Entire home/apt,139,12,5,3/19/2017,0.06,2,77,2,3,0.5
312,701032,Cozy Downtown Home,3596874,Gabriel,,78704,30.24045,-97.74146,Entire home/apt,109,1,3,10/16/2015,0.04,1,0,2,1,-0.5
313,701159,Boutique Condo in Historic Clarksville- near SXSW,2697403,Sabrina,,78703,30.28116,-97.76067,Entire home/apt,225,2,9,4/6/2018,0.11,1,0,4,5,0.25
315,701948,Gorgeous Mid-Century Modern Central,33001,Luke,,78741,30.22995,-97.70847,Entire home/apt,1633,2,7,10/21/2018,0.12,1,361,1,6,5
316,702294,"Beautiful home, close to South Congress & downtown",1376031,Whitney,,78704,30.24811,-97.73927,Entire home/apt,205,3,28,6/2/2019,0.43,1,348,1,27,26
317,702785,Bentwood Bungalow-ACL / F1 / SXSW +,3608082,Colette,,78722,30.30304,-97.71412,Private room,150,1,2,2/16/2016,0.03,1,363,1,1,0
318,702825,MOD CASA close to S CONGRESS/ DOWNTOWN/ ACL,3608356,Larry,,78704,30.23601,-97.76213,Entire home/apt,235,3,157,6/16/2019,1.99,1,279,30,127,3.233333333
319,704372,Central Austin Dream House,3614096,Leah,,78703,30.29352,-97.77608,Entire home/apt,1200,3,10,5/26/2019,0.13,1,337,2,8,3
320,704589,"Waterfront 1-bed, 2 mi. to Downtown",3619116,Amy,,78741,30.24439,-97.72929,Entire home/apt,125,2,18,5/26/2019,0.22,1,177,14,4,-0.714285714
321,704738,"Central Zilker Walk to Austin City Limits, Barton",2548002,Trent,,78704,30.2567,-97.76774,Entire home/apt,599,2,14,3/4/2019,0.18,1,28,3,11,2.666666667
322,705858,Luxury Carriage House-Travis Heights,3626574,Bill,,78704,30.24646,-97.74738,Entire home/apt,144,1,487,6/30/2019,5.99,3,303,52,435,7.365384615
323,710276,SXSW SPECIAL - Lovely 2BD HOME,1208231,Nadia,,78704,30.24186,-97.77858,Entire home/apt,233,5,5,3/7/2016,0.08,1,0,1,4,3
324,714922,South Central Treetop Guesthouse!!!,3295530,Susan,,78704,30.24152,-97.76465,Entire home/apt,159,3,77,4/7/2019,0.95,1,171,46,31,-0.326086957
326,716119,The Mod Pad Pool & Grill,3600437,Jake,,78754,30.33496,-97.65115,Entire home/apt,150,1,206,6/23/2019,2.52,1,153,53,153,1.886792453
327,716894,Beautiful Zilker Villa,1024679,Bridget,,78704,30.25685,-97.76662,Entire home/apt,1300,2,10,6/17/2018,0.13,1,357,2,8,3
328,717042,Private and cozy guesthouse in Central Austin,3696936,Mike,,78731,30.32156,-97.7517,Entire home/apt,75,2,75,8/12/2018,0.91,1,0,24,51,1.125
329,718929,Walk to Lady Bird Lake from a Boho Condo with a Pool,3708687,Steven,,78703,30.27697,-97.76248,Entire home/apt,135,2,114,6/25/2019,1.39,1,294,13,101,6.769230769
330,720315,Waterfront Condo on Lady Bird Lake,393905,David,,78741,30.24629,-97.72886,Entire home/apt,140,2,47,6/30/2019,0.63,2,234,8,39,3.875
331,720369,3BD Row Home in Heart of City  ,3718168,Caren,,78723,30.29444,-97.70331,Entire home/apt,215,2,62,3/24/2019,0.8,1,131,17,45,1.647058824
332,723029,3/2 home sleeps 6 in hip E. Austin: Great 4 SXSW!,3734315,Brent,,78702,30.26133,-97.7179,Entire home/apt,449,5,6,3/11/2019,0.1,2,358,1,5,4
334,723950,"Sweet downtown home, GIGABIT net, 1 Gbps up/down!",3742380,Paola,,78702,30.25124,-97.72618,Entire home/apt,99,2,71,6/16/2019,0.93,1,346,7,64,8.142857143
336,727662,Amazing SoCo 2 bedroom house w/ giant fenced yard,1192714,Lisa,,78704,30.23895,-97.74518,Entire home/apt,238,2,41,5/27/2019,0.5,1,316,5,36,6.2
337,727715,Upscale Garage Apartment-Central Austin,3771151,Keri,,78731,30.3095,-97.75257,Entire home/apt,189,1,62,5/26/2019,0.92,1,336,10,52,4.2
338,727748,ACL. Formula 1. SXSW. Perfect Home!,3771301,Anne,,78703,30.2952,-97.77236,Entire home/apt,480,2,23,3/14/2019,0.28,1,41,14,9,-0.357142857
339,728728,Fab F1/ACL with international FLAIR,3781862,Victoria,,78744,30.19596,-97.6953,Private room,26,30,47,4/15/2019,0.6,2,328,11,36,2.272727273
340,729271,"Modern, Sunny Condo off South 1st",3787052,Carol,,78704,30.23923,-97.76319,Entire home/apt,700,4,8,3/13/2018,0.12,1,0,4,4,0
341,731013,Private Guest House Heart of Zilker,3803117,Ana,,78704,30.25389,-97.77195,Entire home/apt,150,1,177,6/16/2019,2.3,2,347,22,155,6.045454545
342,731070,Incredible Modern Design  ACL - F1,3803498,Arnie,,78704,30.24347,-97.75295,Entire home/apt,600,3,18,4/28/2019,0.32,1,365,2,16,7
343,733161,For long term lease,3046603,Adriana,,78733,30.28923,-97.88375,Entire home/apt,200,10,2,4/26/2015,0.04,1,87,1,1,0
344,733203,"Bold, Historic Manor in the Heart of Town",3820555,Justin&Becca,,78702,30.2707,-97.72865,Entire home/apt,1000,2,196,7/6/2019,2.4,2,335,43,153,2.558139535
347,736238,"Cozy Austin Townhouse, Sleeps 10",3842518,Tanya,,78723,30.29283,-97.7024,Entire home/apt,250,2,47,7/6/2019,0.61,1,330,18,29,0.611111111
348,736279,2 Miles From The Domain & Whole Foods!,3842544,Laura,,78727,30.41456,-97.72319,Private room,68,30,9,2/20/2019,0.13,1,142,5,4,-0.2
349,738513,"Spacious, Sunny, East Side Bedroom",1813134,Eryn,,78702,30.27401,-97.71044,Private room,54,2,33,7/5/2019,0.48,3,89,7,26,2.714285714
350,738553,"Two Bedrooms, One Bath On East Side",1813134,Eryn,,78702,30.27439,-97.70982,Private room,115,2,7,10/7/2018,0.11,3,88,5,2,-0.6
351,742593,Cool Updated Craftsman Bungalow,2862517,Robert,,78751,30.31124,-97.73064,Entire home/apt,300,3,56,7/7/2019,0.73,2,304,9,47,4.222222222
352,746317,Walk to Zilker Park. Amazing Location!,1840480,Scott And Sally,,78704,30.25851,-97.76986,Entire home/apt,225,4,49,4/17/2019,0.64,10,280,1,48,47
353,747499,Charming Cottage Close to Downtown,3924382,Phillip,,78703,30.27875,-97.75517,Entire home/apt,262,3,59,7/8/2019,0.73,1,343,6,53,7.833333333
354,750767,Downtown Upscale Condo,3920067,Deborah,,78703,30.27573,-97.75487,Entire home/apt,94,30,24,6/26/2019,0.31,1,0,12,12,0
355,750935,"3BR/2BA Dwntwn House, AVOID TRAFFIC",3948329,James,,78702,30.26947,-97.72772,Entire home/apt,300,2,22,8/5/2018,0.29,1,37,5,17,2.4
356,751847,Newly Remodeled 4 Bedroom Home,487072,Greg & Amanda,,78757,30.3605,-97.7255,Entire home/apt,179,30,109,6/30/2019,1.75,10,229,10,99,8.9
357,752739,New Modern Home in ❤ of East Austin,3959374,Eddie,,78702,30.26513,-97.71605,Entire home/apt,300,3,13,7/6/2017,0.2,1,0,1,12,11
358,755676,Tree House in East Austin!,422239,John,,78702,30.2562,-97.72457,Entire home/apt,79,2,289,6/23/2019,3.73,3,43,38,251,5.605263158
359,758470,Master Suite King bed lrg Bath SoCo,1348968,Sailing,,78704,30.2459,-97.75277,Private room,135,1,9,5/26/2019,0.12,7,358,3,6,1
360,758675,Guest house off of S. Congress,3827132,James,,78704,30.24354,-97.74737,Entire home/apt,70,30,25,6/3/2019,0.32,1,316,14,11,-0.214285714
361,761955,Gorgeous Modern Home in Zilker,11762795,Mandi,,78704,30.2466,-97.78334,Entire home/apt,1000,7,7,3/13/2017,0.09,2,365,2,5,1.5
362,762400,"Large Downtown Area Home, Sleeps 10",1795217,Stan,,78703,30.27829,-97.75604,Entire home/apt,745,2,112,6/30/2019,1.45,1,337,12,100,7.333333333
363,765098,Historic Apartment Travis Heights,1708289,Laura,,78704,30.2484,-97.74063,Entire home/apt,150,5,17,10/26/2016,0.22,1,355,9,8,-0.111111111
365,771066,Holidays/SXSW 2 miles from Downtown,4067807,Jason,,78741,30.23567,-97.71267,Entire home/apt,185,4,7,3/22/2015,0.12,1,0,6,1,-0.833333333
367,772452,"Hip, spacious 3/2 mins to Downtown",1798491,Blaine & Rachel,,78741,30.2305,-97.73961,Entire home/apt,400,1,17,3/14/2018,0.22,3,365,9,8,-0.111111111
368,776313,Modern Multi-Level w. Pool and Spa,4094351,Patrick,,78731,30.34368,-97.76246,Entire home/apt,1299,2,13,9/21/2015,0.2,1,362,8,5,-0.375
369,776649,Huge house 15mins walk to Downtown,1101753,John & Tina,,78704,30.24373,-97.74025,Entire home/apt,795,2,56,7/7/2019,0.73,1,21,1,55,54
370,776713,Amazing Sunlight-filled House!,15176,Charlie,,78745,30.21224,-97.78449,Entire home/apt,100,3,84,7/7/2019,1.09,1,225,13,71,4.461538462
